FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,SECURELVL,degx,degy,EBF_PFS,PM25F_PFS,TPF,EB_ET,PM25_ET,TC,CC,N_ENY_EOMI,N_PLN_EOMI,washu_mean,pm25_et_wa,pm25_2019,thresh_dif
"4000","10000756",GROVELAND CORRECTIONAL FACILITY,7000 SONYEA RD,SONYEA,NY,"14556","0050",(585) 658-2871,STATE,OPEN,"1054",LIVINGSTON,"36051",USA,MEDIUM,-77.836735,42.682501,,0.060000000000000,1749.000000000000000,"0","0","0",0.000000000000000,"0","0",5.885714326586042,"0",6.000000000000000,
"4004","10000782",MULE CREEK STATE PRISON (MCSP),4001 STATE HIGHWAY 104,IONE,CA,"95640","-999",(209) 274-4911,STATE,OPEN,"3698",AMADOR,"06005",USA,MAXIMUM,-120.953446,38.370743,0.730000000000000,0.930000000000000,5105.000000000000000,"0","1","0",0.000000000000000,"1","0",5.692574205965100,"0",6.000000000000000,cejstonly
"4006","10006571",CONNECTIONS CORRECTIONS WEST - WARM SPRINGS,725 OROFINO WAY,WARM SPRINGS,MT,"59756","-999",(406) 693-2272,STATE,OPEN,"54",DEER LODGE,"30023",USA,NOT AVAILABLE,-112.794754,46.182056,0.830000000000000,0.010000000000000,3226.000000000000000,"0","0","0",0.000000000000000,"0","1",4.211022841184591,"0",4.800000190734860,
"4010","10001154",HELENA PRE-RELEASE CENTER,805 COLLEEN ST,HELENA,MT,"59601","-999",(406) 442-6572,STATE,OPEN,"111",LEWIS AND CLARK,"30049",USA,MINIMUM,-111.973768,46.593919,0.630000000000000,0.050000000000000,6369.000000000000000,"0","0","0",0.000000000000000,"0","0",5.370000100135804,"0",5.500000000000000,
"4011","10006581",MISSOULA PRE-RELEASE CENTER,2350 MULLAN RD,MISSOULA,MT,"59808","-999",(406) 541-9200,STATE,OPEN,"172",MISSOULA,"30063",USA,NOT AVAILABLE,-114.028855,46.882706,0.630000000000000,0.410000000000000,7859.000000000000000,"0","0","2",2.000000000000000,"0","0",6.836363705721770,"0",6.900000095367430,
"4012","10003628",MONTANA STATE HOSPITAL - FORENSIC MENTAL HEALTH FACILITY,1316 GALEN RD,DEER LODGE,MT,"59722","-999",NOT AVAILABLE,STATE,OPEN,"-999",DEER LODGE,"30023",USA,NOT AVAILABLE,-112.778136,46.234606,0.830000000000000,0.010000000000000,3226.000000000000000,"0","0","0",0.000000000000000,"0","1",4.211022841184591,"0",4.900000095367430,
"4013","10003629",MONTANA STATE HOSPITAL,300 GARNET WAY,WARM SPRINGS,MT,"59756","-999",(406) 693-7000,STATE,OPEN,"168",DEER LODGE,"30023",USA,MAXIMUM,-112.790620,46.181519,0.830000000000000,0.010000000000000,3226.000000000000000,"0","0","0",0.000000000000000,"0","1",4.211022841184591,"0",4.800000190734860,
"4017","10000850",GOLDEN STATE MODIFIED COMMUNITY CORRECTIONAL FACILITY,611 FRONTAGE ROAD,MCFARLAND,CA,"93250","-999",(661) 792-2731,STATE,OPEN,"-999",KERN,"06029",USA,MEDIUM,-119.228056,35.669938,0.700000000000000,0.990000000000000,11517.000000000000000,"0","1","7",5.000000000000000,"1","1",10.299999904632568,"1",10.349999904632600,both
"4018","10000193",CI REEVES COUNTY III,100 W COUNTY RD 204,PECOS,TX,"79772","-999",(432) 447-2909,MULTI,OPEN,"1176",REEVES,"48389",USA,MINIMUM,-103.534863,31.393724,0.920000000000000,0.090000000000000,4295.000000000000000,"1","0","1",1.000000000000000,"1","1",5.832447401629730,"0",8.300000190734860,
"4023","10001708",LOIS M DEBERRY SPECIAL NEEDS FACILITY,7575 COCKRILL BEND BLVD,NASHVILLE,TN,"37209","1057",(615) 350-2700,STATE,OPEN,"637",DAVIDSON,"47037",USA,MAXIMUM,-86.903978,36.193308,,0.430000000000000,877.000000000000000,"0","0","0",0.000000000000000,"0","1",7.740000025431316,"0",7.400000095367430,
"4025","10006326",GADSDEN RE-ENTRY CENTER,630 OPPORTUNITY LANE,HAVANA,FL,"32333","-999",(850) 539-2440,STATE,OPEN,"383",GADSDEN,"12039",USA,MEDIUM,-84.494899,30.546081,0.440000000000000,0.410000000000000,4506.000000000000000,"0","0","0",0.000000000000000,"0","0",7.366896570139918,"0",7.699999809265140,
"4026","10006327",BAKER RE-ENTRY CENTER,17128 US HIGHWAY 90 WEST,SANDERSON,FL,"32087","-999",(386) 719-6300,STATE,OPEN,"397",BAKER,"12003",USA,MEDIUM,-82.318035,30.231598,0.570000000000000,0.220000000000000,8181.000000000000000,"0","0","2",2.000000000000000,"0","0",6.741881186891312,"0",6.699999809265140,
"4030","10005212",FRANKLIN WORK CAMP,1760 HIGHWAY 67,CARRABELLE,FL,"32322","-999",(850) 697-1464,STATE,OPEN,"221",FRANKLIN,"12037",USA,NOT AVAILABLE,-84.645302,29.882341,0.980000000000000,0.180000000000000,3943.000000000000000,"1","0","4",3.000000000000000,"1","1",7.555165315462538,"0",7.300000190734860,
"4031","10004572",TAYLOR WORK CAMP,8501 HAMPTON SPRINGS ROAD,PERRY,FL,"32348","-999",(850) 838-8550,STATE,OPEN,"401",TAYLOR,"12123",USA,NOT AVAILABLE,-83.711032,30.041336,0.990000000000000,0.160000000000000,8171.000000000000000,"1","0","3",2.000000000000000,"1","0",6.753389836092392,"0",7.450000047683720,
"4032","10000332",GRACEVILLE WORK CAMP,5230 EZELL RD,GRACEVILLE,FL,"32440","4289",(850) 263-9230,STATE,OPEN,"264",JACKSON,"12063",USA,NOT AVAILABLE,-85.492224,30.948291,0.730000000000000,0.340000000000000,6141.000000000000000,"0","0","0",0.000000000000000,"0","0",7.106557371837846,"0",7.000000000000000,
"4035","10000361",WALTON WORK CAMP,301 INSTITUTION RD,DEFUNIAK SPRINGS,FL,"32433","-999",(850) 951-1300,STATE,OPEN,"283",WALTON,"12131",USA,NOT AVAILABLE,-86.107366,30.779064,0.720000000000000,0.300000000000000,5933.000000000000000,"0","0","2",2.000000000000000,"0","0",7.360000008344652,"0",8.100000381469730,
"4036","10000357",HOLMES WORK CAMP,3182 THOMAS DR,BONIFAY,FL,"32425","4238",(850) 547-8911,STATE,OPEN,"328",HOLMES,"12059",USA,NOT AVAILABLE,-85.669303,30.747253,0.840000000000000,0.330000000000000,6668.000000000000000,"0","0","2",2.000000000000000,"0","0",7.282887693394952,"0",7.850000143051150,
"4037","10000391","LIBERTY WORK CAMP, SOUTH UNIT",11064 NW DEMPSEY BARRON RD,BRISTOL,FL,"32321","0711",(850) 643-9542,STATE,OPEN,"407",LIBERTY,"12077",USA,NOT AVAILABLE,-84.855881,30.463837,0.940000000000000,0.250000000000000,6145.000000000000000,"1","0","4",3.000000000000000,"1","0",7.210161661716312,"0",7.599999904632570,
"4038","10004558",OKALOOSA WORK CAMP,3189 COLONEL GREG MALLOY RD,CRESTVIEW,FL,"32539","6708",(850) 682-0931,STATE,OPEN,"245",OKALOOSA,"12091",USA,NOT AVAILABLE,-86.524290,30.696366,0.520000000000000,0.330000000000000,6444.000000000000000,"0","0","0",0.000000000000000,"0","1",7.510550459590528,"0",7.599999904632570,
"4040","10000403",BAKER WORK CAMP,20706 US HIGHWAY 90 WEST,SANDERSON,FL,"32087","2359",(386) 719-6130,STATE,OPEN,"284",BAKER,"12003",USA,NOT AVAILABLE,-82.380052,30.211550,0.570000000000000,0.220000000000000,8181.000000000000000,"0","0","2",2.000000000000000,"0","0",6.741881186891312,"0",7.250000000000000,
"4042","10000382",MADISON WORK CAMP,382 SW MCI WAY,MADISON,FL,"32340","4430",(850) 973-5300,STATE,OPEN,"292",MADISON,"12079",USA,NOT AVAILABLE,-83.422992,30.444461,0.910000000000000,0.250000000000000,5834.000000000000000,"1","0","4",4.000000000000000,"1","0",6.604411735254176,"0",6.599999904632570,
"4043","10000410",MAYO WORK CAMP,8976 US 27 W,MAYO,FL,"32066","-999",(386) 294-4752,STATE,OPEN,"304",LAFAYETTE,"12067",USA,NOT AVAILABLE,-83.309603,30.132857,0.490000000000000,0.200000000000000,2574.000000000000000,"0","0","3",2.000000000000000,"0","1",6.924590175920498,"0",7.400000095367430,
"4044","10000420",RMC WORK CAMP,P.O. BOX 628,LAKE BUTLER,FL,"32054","-999",(386) 496-4050,STATE,OPEN,"431",UNION,"12125",USA,NOT AVAILABLE,-82.354800,29.993518,0.610000000000000,0.210000000000000,7657.000000000000000,"0","0","4",3.000000000000000,"0","1",6.506872857149524,"0",7.099999904632570,
"4045","10000416",NEW RIVER CORRECTIONAL INSTITUTION,8000 NW 80TH PLACE,RAIFORD,FL,"32083","-999",(904) 368-1400,STATE,OPEN,"115",BRADFORD,"12007",USA,CLOSE,-82.178092,30.062848,0.810000000000000,0.250000000000000,5788.000000000000000,"0","0","1",1.000000000000000,"0","0",6.576250001788140,"0",7.149999856948850,
"4047","10000503",DESOTO WORK CAMP,13617 SE HWY 70,ARCADIA,FL,"34266","-999",(863) 494-3727,STATE,OPEN,"-999",DESOTO,"12027",USA,NOT AVAILABLE,-81.662260,27.205970,0.590000000000000,0.110000000000000,4730.000000000000000,"0","0","6",4.000000000000000,"0","1",5.509523817741412,"0",6.400000095367430,
"4048","10000518",LOXAHATCHEE ROAD PRISON,230 SUNSHINE RD,WEST PALM BEACH,FL,"33411","3616",(561) 791-4760,STATE,OPEN,"92",PALM BEACH,"12099",USA,NOT AVAILABLE,-80.193874,26.683274,0.210000000000000,0.230000000000000,2013.000000000000000,"0","0","0",0.000000000000000,"0","0",7.416666587193808,"0",7.699999809265140,
"4053","10000665",LOGAN CORRECTIONAL CENTER,1096 1350TH STREET,LINCOLN,IL,"62656","-999",(217) 735-5581,STATE,OPEN,"1510",LOGAN,"17107",USA,MEDIUM,-89.388978,40.112522,0.800000000000000,0.810000000000000,5336.000000000000000,"0","0","0",0.000000000000000,"0","0",7.823327019839168,"0",7.533333301544190,
"4054","10006210",PONTIAC MEDIUM SECURITY UNIT,700 WEST LINCOLN STREET,PONTIAC,IL,"61764","-999",(815) 842-2816,STATE,OPEN,"351",LIVINGSTON,"17105",USA,MEDIUM,-88.637706,40.866675,0.350000000000000,0.710000000000000,5182.000000000000000,"0","0","0",0.000000000000000,"0","0",7.750000000000000,"0",7.699999809265140,
"4055","10000647",STATEVILLE CORRECTIONAL CENTER,16830 SOUTH BROADWAY STREET,JOLIET,IL,"60434","-999",(815) 727-3607,STATE,OPEN,"1173",WILL,"17197",USA,MAXIMUM,-88.094563,41.578738,0.150000000000000,0.900000000000000,3435.000000000000000,"0","1","0",0.000000000000000,"1","1",9.625000238418581,"1",9.600000381469730,both
"4056","10000667",WESTERN ILLINOIS CORRECTIONAL CENTER,2500 RT. 99 SOUTH,MOUNT STERLING,IL,"62353","-999",(217) 773-4441,STATE,OPEN,"1533",BROWN,"17009",USA,MEDIUM,-90.753967,39.962857,0.440000000000000,0.580000000000000,4226.000000000000000,"0","0","0",0.000000000000000,"0","0",8.064705904792339,"0",8.199999809265140,
"4057","10000636",NORTH LAWNDALE ATC,2839 WEST FILLMORE STREET,CHICAGO,IL,"60612","-999",(773) 638-8491,STATE,OPEN,"200",COOK,"17031",USA,MINIMUM,-87.697754,41.867941,0.980000000000000,0.890000000000000,1728.000000000000000,"1","0","14",7.000000000000000,"1","1",9.000000000000000,"0",9.000000000000000,
"4058","10002259",BIG MUDDY RIVER CORRECTIONAL CENTER,251 NORTH ILLINOIS HIGHWAY 37,INA,IL,"62846","-999",(618) 437-5300,STATE,OPEN,"1179",JEFFERSON,"17081",USA,MEDIUM,-88.908351,38.130645,0.890000000000000,0.650000000000000,5352.000000000000000,"0","0","0",0.000000000000000,"0","0",7.771746049608504,"0",8.050000071525570,
"4059","10001786",ALBEMARLE CORRECTIONAL INSTITUTION,44150 AIRPORT RD,NEW LONDON,NC,"28127","-999",(704) 422-3036,STATE,OPEN,"624",STANLY,"37167",USA,MEDIUM,-80.137374,35.416023,0.590000000000000,0.320000000000000,4458.000000000000000,"0","0","0",0.000000000000000,"0","0",6.662195124277256,"0",7.099999904632570,
"4060","10000695",SHAWNEE CORRECTIONAL CENTER,6665 STATE ROUTE 146 EAST,VIENNA,IL,"62995","-999",(618) 658-8331,STATE,OPEN,"1682",JOHNSON,"17087",USA,MEDIUM,-88.775354,37.400385,0.000000000000000,0.670000000000000,2225.000000000000000,"0","0","6",3.000000000000000,"0","0",6.633333365122478,"0",6.750000000000000,
"4061","10000652",SHERIDAN CORRECTIONAL CENTER,4017 EAST 2603 ROAD,SHERIDAN,IL,"60551","-999",(815) 496-2181,STATE,OPEN,"1558",LA SALLE,"17099",USA,MEDIUM,-88.684660,41.516049,0.520000000000000,0.770000000000000,7231.000000000000000,"0","0","0",0.000000000000000,"0","0",7.685430485681192,"0",7.400000095367430,
"4062","10004734",VIENNA CORRECTIONAL CENTER,6695 STATE ROUTE 146 EAST,VIENNA,IL,"62995","-999",(618) 658-8371,STATE,OPEN,"1094",JOHNSON,"17087",USA,MINIMUM,-88.770143,37.405625,0.000000000000000,0.670000000000000,2225.000000000000000,"0","0","6",3.000000000000000,"0","0",6.633333365122478,"0",6.750000000000000,
"4063","10006508",AUSP THOMSON CAMP,1100 ONE MILE ROAD,THOMSON,IL,"61285","-999",(815) 259-1000,FEDERAL,OPEN,"83",CARROLL,"17015",USA,MINIMUM,-90.105688,41.971699,0.800000000000000,0.630000000000000,1523.000000000000000,"0","0","0",0.000000000000000,"0","0",7.734761923835392,"0",8.300000190734860,
"4088","10002258",CLAYTON WORK CAMP,306 CORRECTIONAL DRIVE,CLAYTON,IL,"62324","-999",(217) 894-6577,STATE,OPEN,"45",ADAMS,"17001",USA,MINIMUM,-90.962024,40.027757,0.850000000000000,0.570000000000000,3325.000000000000000,"0","0","0",0.000000000000000,"0","0",7.448915671153242,"0",7.599999904632570,
"4089","10004732",USP MARION CAMP,4500 PRISON ROAD,MARION,IL,"62959","-999",(618) 964-1441,FEDERAL,OPEN,"240",WILLIAMSON,"17199",USA,MINIMUM,-88.989566,37.663367,0.860000000000000,0.670000000000000,5223.000000000000000,"0","0","0",0.000000000000000,"0","1",6.911148652837084,"0",6.599999904632570,
"4090","10000677",VANDALIA CORRECTIONAL CENTER,ROUTE 51 NORTH,VANDALIA,IL,"62471","-999",(618) 283-4170,STATE,OPEN,"1222",FAYETTE,"17051",USA,MINIMUM,-89.096085,39.010893,0.490000000000000,0.670000000000000,5161.000000000000000,"0","0","0",0.000000000000000,"0","0",8.200000017881393,"0",8.000000238418584,
"4091","10000638",FOX VALLEY ATC,1329 N LAKE ST,AURORA,IL,"60506","-999",(630) 897-5610,STATE,OPEN,"128",KANE,"17089",USA,MINIMUM,-88.320292,41.787921,0.570000000000000,0.890000000000000,4695.000000000000000,"0","0","4",3.000000000000000,"0","0",8.474999904632568,"0",8.500000000000000,
"4100","10000457",SUMTER WORK CAMP,9858 COUNTY RD 476B,BUSHNELL,FL,"33513","0667",(352) 569-6114,STATE,OPEN,"287",SUMTER,"12119",USA,NOT AVAILABLE,-82.205476,28.613486,0.660000000000000,0.200000000000000,2251.000000000000000,"0","0","0",0.000000000000000,"0","0",6.039999973773956,"0",6.599999904632570,
"4119","10000635",CROSSROADS ATC,3210 WEST ARTHINGTON STREET,CHICAGO,IL,"60624","-999",(773) 533-5000,STATE,OPEN,"327",COOK,"17031",USA,MINIMUM,-87.706359,41.870484,0.930000000000000,0.890000000000000,2762.000000000000000,"1","0","15",7.000000000000000,"1","1",9.076611314919166,"0",9.100000381469730,
"4121","10000662",DANVILLE CORRECTIONAL CENTER,3820 EAST MAIN STREET,DANVILLE,IL,"61834","-999",(217) 446-0441,STATE,OPEN,"1724",VERMILION,"17183",USA,MEDIUM,-87.536456,40.129567,0.730000000000000,0.570000000000000,6005.000000000000000,"0","0","2",2.000000000000000,"0","0",8.343750059604647,"0",8.800000190734860,
"4123","10000455",SUMTER CORRECTIONAL INSTITUTION AND BASIC TRAINING UNIT,9544 COUNTY RD 476B,BUSHNELL,FL,"33513","0667",(352) 569-6100,STATE,OPEN,"1284",SUMTER,"12119",USA,CLOSE,-82.207543,28.617484,0.990000000000000,0.200000000000000,1783.000000000000000,"1","0","0",0.000000000000000,"1","0",6.649999856948854,"0",6.599999904632570,
"4125","10000669",DECATUR CORRECTIONAL CENTER,2310 EAST MOUND ROAD,DECATUR,IL,"62524","-999",(217) 877-0353,STATE,OPEN,"549",MACON,"17115",USA,MINIMUM,-88.926626,39.895115,0.660000000000000,0.860000000000000,4286.000000000000000,"0","0","1",1.000000000000000,"0","0",8.644444465637209,"0",8.899999618530270,
"4127","10000646",JOLIET TREATMENT CENTER,2848 WEST MCDONOUGH,JOLIET,IL,"60436","-999",(815) 730-4400,STATE,OPEN,"181",WILL,"17197",USA,MAXIMUM,-88.152646,41.512347,0.270000000000000,0.880000000000000,6042.000000000000000,"0","0","0",0.000000000000000,"0","0",9.118750035762787,"1",9.300000190734860,washuonly
"4128","10000674",GRAHAM CORRECTIONAL CENTER,12078 ILLINOIS ROUTE 185,HILLSBORO,IL,"62049","-999",(217) 532-6961,STATE,OPEN,"1919",MONTGOMERY,"17135",USA,MEDIUM,-89.474933,39.126490,0.830000000000000,0.670000000000000,6128.000000000000000,"0","0","0",0.000000000000000,"0","1",7.962760477016370,"0",8.100000381469730,
"4129","10000687",MENARD CORRECTIONAL CENTER,711 KASKASKIA STREET,MENARD,IL,"62259","-999",(618) 826-5071,STATE,OPEN,"2213",RANDOLPH,"17157",USA,MAXIMUM,-89.841978,37.912686,0.780000000000000,0.480000000000000,6148.000000000000000,"0","0","0",0.000000000000000,"0","0",7.629078056795378,"0",7.599999904632570,
"4130","10000682",LAWRENCE CORRECTIONAL CENTER,10940 LAWRENCE ROAD,SUMNER,IL,"62466","-999",(618) 936-2064,STATE,OPEN,"2166",LAWRENCE,"17101",USA,MEDIUM,-87.905910,38.728233,0.930000000000000,0.720000000000000,5391.000000000000000,"1","0","1",1.000000000000000,"1","0",8.105750076770782,"0",8.099999904632570,
"4131","10000664",LINCOLN CORRECTIONAL CENTER,1098 1350TH STREET,LINCOLN,IL,"62656","-999",(217) 735-5411,STATE,OPEN,"1007",LOGAN,"17107",USA,MINIMUM,-89.389083,40.118238,0.800000000000000,0.810000000000000,5336.000000000000000,"0","0","0",0.000000000000000,"0","0",7.823327019839168,"0",7.425000071525570,
"4133","10006351",NORTHERN RECEPTION AND CLASSIFICATION CENTER,16830 SOUTH BROADWAY STREET,JOLIET,IL,"60434","-999",(815) 727-3607,STATE,OPEN,"1302",WILL,"17197",USA,MINIMUM,-88.099028,41.577741,0.150000000000000,0.900000000000000,3435.000000000000000,"0","1","0",0.000000000000000,"1","1",9.625000238418581,"1",9.700000286102290,both
"4134","10000657",PEORIA ATC,607-613 NORTH MAIN,PEORIA,IL,"61602","-999",(309) 671-3162,STATE,OPEN,"237",PEORIA,"17143",USA,MINIMUM,-89.593419,40.694956,0.610000000000000,0.810000000000000,1431.000000000000000,"0","0","9",5.000000000000000,"0","1",8.300000190734863,"0",8.300000190734860,
"4135","10000688",PINCKNEYVILLE CORRECTIONAL CENTER,5835 STATE ROUTE 154,PINCKNEYVILLE,IL,"62274","-999",(618) 357-9722,STATE,OPEN,"2087",PERRY,"17145",USA,MEDIUM,-89.327260,38.086646,0.830000000000000,0.560000000000000,7213.000000000000000,"0","0","2",2.000000000000000,"0","1",7.729870133585744,"0",7.900000095367430,
"4136","10000672",PITTSFIELD WORK CAMP,23540 365TH STREET,PITTSFIELD,IL,"62363","-999",(217) 285-2280,STATE,OPEN,"99",PIKE,"17149",USA,MINIMUM,-90.844540,39.599028,0.660000000000000,0.560000000000000,4483.000000000000000,"0","0","0",0.000000000000000,"0","0",7.759375035762788,"0",7.950000286102290,
"4137","10006352",STATEVILLE MINIMUM SECURITY UNIT,16830 SOUTH BROADWAY STREET,JOLIET,IL,"60434","-999",(815) 727-3607,STATE,OPEN,"199",WILL,"17197",USA,MINIMUM,-88.101374,41.577366,0.150000000000000,0.900000000000000,3435.000000000000000,"0","1","0",0.000000000000000,"1","1",9.625000238418581,"1",9.800000190734860,both
"4138","10000673",TAYLORVILLE CORRECTIONAL CENTER,1144 ILLINOIS ROUTE 29,TAYLORVILLE,IL,"62568","-999",(217) 824-4004,STATE,OPEN,"1067",CHRISTIAN,"17021",USA,MINIMUM,-89.226466,39.515258,0.800000000000000,0.730000000000000,4478.000000000000000,"0","0","0",0.000000000000000,"0","0",7.644533334096272,"0",7.500000000000000,
"4144","10004694",IDHS TREATMENT / DETENTION FACILITY,17019 COUNTY FARM RD,RUSHVILLE,IL,"62681","-999",(217) 322-5115,STATE,OPEN,"250",SCHUYLER,"17169",USA,MAXIMUM,-90.587853,40.123366,0.980000000000000,0.600000000000000,2384.000000000000000,"1","0","5",5.000000000000000,"1","1",7.178287848053736,"0",7.599999904632570,
"4146","10006147",AVERY-MITCHELL CORRECTIONAL INSTITUTION,600 AMITY PARK RD,SPRUCE PINE,NC,"28777","-999",(828) 765-0229,STATE,OPEN,"816",AVERY,"37011",USA,MEDIUM,-82.001191,35.925298,0.720000000000000,0.060000000000000,5770.000000000000000,"0","0","2",1.000000000000000,"0","0",5.323484847039888,"0",5.950000047683720,
"4164","10003542",FCI MEMPHIS CAMP,6696 NAVY RD,MILLINGTON,TN,"38053","-999",(901) 872-2277,FEDERAL,OPEN,"222",SHELBY,"47157",USA,MINIMUM,-89.838170,35.340094,0.490000000000000,0.550000000000000,5754.000000000000000,"0","0","0",0.000000000000000,"0","0",7.299999996467874,"0",7.500000000000000,
"4165","10001718",FCI MEMPHIS,1101 JOHN A DENIE RD,MEMPHIS,TN,"38134","-999",(901) 372-2269,FEDERAL,OPEN,"1048",SHELBY,"47157",USA,MEDIUM,-89.867236,35.155762,,0.670000000000000,1898.000000000000000,"0","0","1",1.000000000000000,"0","0",8.399999936421715,"0",8.300000190734860,
"4201","10004512",WESTERN PRE-RELEASE CENTER,101 BILLY BOULEVARD,BUTLER,GA,"31006","-999",(770) 567-0531,NOT AVAILABLE,NOT AVAILABLE,"-999",TAYLOR,"13269",USA,MEDIUM,-84.259128,32.571418,0.960000000000000,0.490000000000000,4516.000000000000000,"1","0","6",5.000000000000000,"1","0",7.101296297709148,"0",7.250000000000000,
"4209","10000263",FCI WASECA,1000 UNIVERSITY DRIVE SOUTHWEST,WASECA,MN,"56093","-999",(507) 835-8972,FEDERAL,OPEN,"653",WASECA,"27161",USA,MINIMUM,-93.517268,44.070391,0.570000000000000,0.340000000000000,3832.000000000000000,"0","0","1",1.000000000000000,"0","1",5.749999952316284,"0",5.699999809265140,
"4212","10006383",DUVALL CENTER,1848 LUDLOW AVENUE,INDIANAPOLIS,IN,"46201","-999",(317) 327-2500,STATE,OPEN,"13",MARION,"18097",USA,MINIMUM,-86.127390,39.789477,0.960000000000000,0.850000000000000,2492.000000000000000,"1","0","6",5.000000000000000,"1","0",9.800000190734863,"1",9.800000190734860,washuonly
"4214","10001337",FMC ROCHESTER,2110 E CENTER ST,ROCHESTER,MN,"55904","-999",(507) 287-0674,FEDERAL,OPEN,"639",OLMSTED,"27109",USA,MAXIMUM,-92.436381,44.024349,0.080000000000000,0.480000000000000,6745.000000000000000,"0","0","0",0.000000000000000,"0","0",6.604444419013130,"0",6.699999809265140,
"4216","10001325",MCF - LINO LAKES,7525 4TH AVENUE,LINO LAKES,MN,"55014","-999",(651) 717-6100,STATE,OPEN,"1287",ANOKA,"27003",USA,MEDIUM,-93.125869,45.177279,0.010000000000000,0.310000000000000,5664.000000000000000,"0","0","0",0.000000000000000,"0","0",7.018181844191118,"0",7.099999904632570,
"4217","10001331",MCF - OAK PARK HEIGHTS,5329 OSGOOD AVENUE NORTH,STILLWATER,MN,"55082","1117",(651) 779-1400,STATE,OPEN,"396",WASHINGTON,"27163",USA,MAXIMUM,-92.801492,45.025246,,0.320000000000000,413.000000000000000,"0","0","0",0.000000000000000,"0","0",7.239075938531588,"0",7.250000000000000,
"4218","10001322",MCF - RUSH CITY,7600 525TH STREET,RUSH CITY,MN,"55069","-999",(320) 358-0400,STATE,OPEN,"990",CHISAGO,"27025",USA,CLOSE,-92.948232,45.709061,0.610000000000000,0.110000000000000,6865.000000000000000,"0","0","0",0.000000000000000,"0","0",5.550173002130846,"0",5.433333396911620,
"4219","10001333",MCF - SHAKOPEE,1010 WEST 6TH AVENUE,SHAKOPEE,MN,"55379","-999",(952) 496-4440,STATE,OPEN,"625",SCOTT,"27139",USA,MAXIMUM,-93.538543,44.789884,0.060000000000000,0.230000000000000,2733.000000000000000,"0","0","0",0.000000000000000,"0","0",6.699999809265138,"0",6.574999928474430,
