,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area,geometry
4348,4349,10006153,AUGUSTA STATE MEDICAL PRISON,3001 GORDON HWY,GROVETOWN,GA,30813,-999,(706) 855-4700,STATE,OPEN,1160.0,COLUMBIA,13073,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1326.0,0.0166269700027,{0165AEB5-29FC-48B8-B5D0-4E54ADDFF0E3},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01662697000272476,1.23098937335e-05,POINT (-82.18852112201708 33.432879053826056)
4349,4350,10004475,AUGUSTA TRANSITIONAL CENTER,601 TAYLOR STREET,AUGUSTA,GA,30906,-999,(706) 721-1650,STATE,OPEN,226.0,RICHMOND,13245,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,205.0,0.00361585998653,{240B90C9-05CD-4232-8539-01C981DF4179},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0036158599865272678,5.31005424332e-07,POINT (-81.96605691681101 33.46676876044479)
4350,4351,10000325,AUTRY STATE PRISON,3178 MOUNT ZION CHURCH RD,PELHAM,GA,31779,-999,(229) 294-2940,STATE,OPEN,1715.0,MITCHELL,13205,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1698.0,0.0131388448746,{F33B7CB0-B356-4C3F-86A4-AFA4D6A9806D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01313884487464838,1.20955618344e-05,POINT (-84.1451951833376 31.189550370076827)
4351,4352,10006339,BAINBRIDGE SUBSTANCE ABUSE CENTER,235 STATE HOSPITAL ROAD,BAINBRIDGE,GA,39817,-999,(404) 683-8576,STATE,OPEN,-999.0,DECATUR,13087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/facility-finder,2017-11-10 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,NOT AVAILABLE,316.0,0.0131610517051,{64405438-A300-4FD3-A366-6282BCF5C47E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013161051705147924,8.81109136019e-06,POINT (-84.63680481616512 30.98252490284698)
4352,4353,10002129,BALDWIN STATE PRISON,140 LAYING FARM RD,HARDWICK,GA,31034,-999,(478) 445-5218,STATE,OPEN,953.0,BALDWIN,13009,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,925.0,0.0141927164742,{5D547BC6-C3DF-485A-BE49-FEF38E6F789F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014192716474229657,6.95395778913e-06,POINT (-83.22136130538223 33.02506080233355)
4353,4354,10001421,BURRUSS CORRECTIONAL TRAINING CENTER,1000 INDIAN SPRINGS DR,FORSYTH,GA,31029,-999,(478) 994-7511,STATE,OPEN,444.0,MONROE,13207,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50000192.html,2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,806.0,0.0115982459833,{910A89E0-1387-4C5F-9942-34EE7EE5EE40},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.011598245983297763,7.17305640091e-06,POINT (-83.97538535676027 33.055545561300924)
4354,4355,10003880,C H COLWELL DETENTION CENTER,189 BEASLEY STREET,BLAIRSVILLE,GA,30512,-999,(706) 745-3610,STATE,OPEN,-999.0,UNION,13291,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/facility-finder,2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,208.0,0.00431416601788,{F77957F4-EB58-4481-A7F4-12D1847DA66F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004314166017879096,1.17824351512e-06,POINT (-83.94366153283234 34.875684388486114)
4355,4356,10002146,CALHOUN STATE PRISON,27823 MAIN ST,MORGAN,GA,39866,-999,(229) 849-5000,STATE,OPEN,1638.0,CALHOUN,13037,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1677.0,0.0131776984332,{4025DD74-9C9E-434B-9786-98FEEA893F43},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013177698433243271,1.15620840983e-05,POINT (-84.61676682621477 31.53976431871963)
4356,4357,10002134,CENTRAL STATE PRISON,4600 FULTON MILL RD,MACON,GA,31208,-999,(478) 471-2906,STATE,OPEN,1136.0,BIBB,13021,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1153.0,0.0147226188681,{C396DB3E-E503-43A2-9790-9FBCB650D2C3},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014722618868094962,9.24016976295e-06,POINT (-83.75186580012434 32.77683866608156)
4357,4358,10002138,DODGE STATE PRISON,2971 OLD BETHEL CHURCH ROAD,CHESTER,GA,31012,-999,(478) 358-7200,STATE,OPEN,1228.0,DODGE,13091,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1236.0,0.012167938804,{9107C990-4B5E-402B-8EE4-A631ECF9BFD8},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012167938803969196,9.19395758428e-06,POINT (-83.1675737662338 32.39417629415432)
4358,4359,10002144,COFFEE CORRECTIONAL FACILITY,1153 NORTH LIBERTY STREET,NICHOLLS,GA,31554,-999,(912) 345-5058,STATE,OPEN,2657.0,COFFEE,13069,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.cca.com/locations",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.cca.com/locations,MEDIUM,2312.0,0.0130592969114,{D5C68313-9969-46A7-8343-2055711AA0D5},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013059296911387309,9.53083028107e-06,POINT (-82.63797683682013 31.53067826135581)
4359,4360,10006154,DOOLY STATE PRISON,1412 PLUNKETT ROAD,UNADILLA,GA,31091,-999,(478) 627-2000,STATE,OPEN,1661.0,HOUSTON,13093,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1702.0,0.0125691778139,{CD360E28-A7D9-4EFE-88C8-A488CEE3124E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012569177813883047,1.12572336548e-05,POINT (-83.7156759636702 32.28087426744035)
4360,4361,10004496,EMANUEL WOMEN'S FACILITY,714 GUMLOG ROAD,SWAINSBORO,GA,30401,-999,(478) 289-2748,STATE,OPEN,395.0,EMANUEL,13107,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,415.0,0.00781848066957,{9E23590B-2C6B-42F1-8A06-775C33C2F5C3},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.007818480669571368,4.02375856139e-06,POINT (-82.35646490742717 32.613076326727125)
4361,4362,10004497,EMANUEL PROBATION DETENTION CENTER,121 CASA DRIVE,TWIN CITY,GA,30471,-999,(478) 763-2400,STATE,OPEN,-999.0,EMANUEL,13107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50000583.html,2017-11-10 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,369.0,0.00801017883504,{46CCFB23-9E83-4B29-B719-A6E6825332A6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.008010178835040913,2.79736255268e-06,POINT (-82.16113584635673 32.571673738020564)
4362,4363,10000298,GA DIAGNOSTIC & CLASSIFICATION STATE PRISON,2978 STATE HWYY 36 W PRISON BLVD,JACKSON,GA,30233,-999,(770) 504-2000,STATE,OPEN,3371.0,BUTTS,13035,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,2487.0,0.0211292106249,{C4F4F43F-EBEC-4C88-B66D-5211302E5E36},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.021129210624878474,1.93551374632e-05,POINT (-84.0616182819696 33.221073735515006)
4363,4364,10002141,GEORGIA STATE PRISON,300 1ST AVENUE SOUTH,REIDSVILLE,GA,30453,-999,(912) 557-7301,STATE,OPEN,1454.0,TATTNALL,13267,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MAXIMUM,1530.0,0.0235133922461,{E8E6BB42-E508-4D1F-B6B0-062CB8C0DEE5},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.02351339224610854,1.69790130962e-05,POINT (-82.16473428031408 32.005128955974506)
4364,4365,10000297,HANCOCK STATE PRISON,701 PRISON BLVD,SPARTA,GA,31087,-999,(706) 444-1000,STATE,OPEN,1143.0,HANCOCK,13141,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1191.0,0.0131727625204,{849BA225-5F29-439E-8C79-71B88802AC16},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.013172762520369828,1.13224148003e-05,POINT (-82.95092312756162 33.245494055772994)
4365,4366,10000284,HAYS STATE PRISON,777 UNDERWOOD DRIVE,TRION,GA,30753,-999,(706) 857-0400,STATE,OPEN,1065.0,CHATTOOGA,13055,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1100.0,0.0128047261564,{34A17389-69F1-4B12-A909-4916A7788BC6},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012804726156399054,1.11686953166e-05,POINT (-85.31195302530145 34.50768664260034)
4366,4367,10001415,HELMS FACILITY,1275 CONSTITUTION ROAD SE,ATLANTA,GA,30316,-999,(404) 624-2413,STATE,OPEN,28.0,DEKALB,13089,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,64.0,0.00393797788159,{0BBE2D63-76C3-43CD-AF8F-64504A8B4220},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.003937977881593154,7.30486565373e-07,POINT (-84.33823462667317 33.6885736162323)
4367,4368,10006453,JENKINS CORRECTIONAL FACILITY,3404 KENT FARM DRIVE,MILLEN,GA,30442,-999,(478) 982-6300,STATE,OPEN,1171.0,JENKINS,13165,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.cca.com/locations",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.cca.com/locations,MEDIUM,1124.0,0.0107194421525,{F11F9B45-1370-4CD0-B6FC-C9D480FBA08E},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010719442152451398,7.45026525078e-06,POINT (-81.92408889140117 32.78997991783796)
4368,4369,10000303,JOHNSON STATE PRISON,290 DONOVAN-HARRISON ROAD,WRIGHTSVILLE,GA,31096,-999,(478) 864-4100,STATE,OPEN,1583.0,JOHNSON,13167,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1612.0,0.012737197028,{AF0E0CC8-0301-4B0A-8F2F-016FA5DC65D3},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012737197028014227,1.13071645271e-05,POINT (-82.70234985126767 32.74353362218339)
4369,4370,10000323,LEE STATE PRISON,153 PINEWOOD DRIVE,LEESBURG,GA,31763,-999,(229) 759-3110,STATE,OPEN,740.0,LEE,13177,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,762.0,0.00982250823379,{8ECBE742-7414-4EE3-845E-5B68A8FF2F0C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.009822508233793619,6.37298812395e-06,POINT (-84.19366340847844 31.76374448268678)
4370,4371,10005199,LONG STATE PRISON,1434 US HWY 84 EAST,LUDOWICI,GA,31316,-999,(912) 545-3777,STATE,OPEN,208.0,LONG,13183,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,232.0,0.0048973668767,{171CECC5-E968-4426-B62C-C4CC9665F888},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.004897366876695052,1.50993025957e-06,POINT (-81.72502861687241 31.722401047770532)
4371,4372,10002137,MACON STATE PRISON,2728 SOUTH 49 HWY,OGLETHORPE,GA,31068,-999,(478) 472-3400,STATE,OPEN,1703.0,MACON,13193,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates,2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1762.0,0.0137086664549,{B5FCABF4-A1C8-4E40-B7EA-9FA3CEAE2D7C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01370866645487951,1.19947039878e-05,POINT (-84.09144002920966 32.259320865620744)
4372,4373,10001423,MACON TRANSITIONAL CENTER,200 HENRY ST,MACON,GA,31206,-999,(478) 751-6090,STATE,OPEN,157.0,BIBB,13021,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,156.0,0.00376723410108,{1CF0A8F0-DC16-449B-BB42-EB12221E0E82},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0037672341010751304,5.06989569482e-07,POINT (-83.63770702061701 32.814941274881114)
4373,4374,10001414,METRO TRANSITIONAL CENTER,1303 CONSTITUTION ROAD,ATLANTA,GA,30316,-999,(404) 624-2380,STATE,OPEN,229.0,DEKALB,13089,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,235.0,0.00221878357522,{969D35EB-529F-40B3-8396-1A2D7616768D},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0022187835752234364,2.40990079772e-07,POINT (-84.33647169168728 33.68838862485739)
4374,4375,10006322,RIVERBEND CORRECTIONAL FACILITY,196 LAYING FARM ROAD,MILLEDGEVILLE,GA,31061,-999,(478) 414-2300,STATE,OPEN,1497.0,BALDWIN,13009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/GDC/FacilityMap/html/S_50001243.html,2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,https://www.geogroup.com/Locations,MEDIUM,1588.0,0.0101021004765,{176778A7-BAA8-43D6-8520-3E15FB83D970},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010102100476507064,6.45353991574e-06,POINT (-83.21954800607035 33.02808425637064)
4375,4376,10000304,RUTLEDGE STATE PRISON,7175 MANOR ROAD,COLUMBUS,GA,31907,-999,(706) 568-2340,STATE,OPEN,601.0,MUSCOGEE,13215,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,640.0,0.010073209124,{2AC43EDC-8A32-4741-80CC-D8F26EC41376},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010073209123989199,5.81730633153e-06,POINT (-84.86617257573829 32.495856516706496)
4376,4377,10004515,SMITH TRANSITIONAL CENTER,8631 UNITED STATES HIGHWAY 301 NORTH,CLAXTON,GA,30417,-999,(912) 739-1911,STATE,OPEN,199.0,EVANS,13109,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,213.0,0.00395288144442,{952EE831-4D0F-49B3-8557-D1ED2A872BC2},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.003952881444415244,1.0371370006e-06,POINT (-81.89434266404271 32.1794606382763)
4377,4378,10000309,SMITH STATE PRISON & PROBATION CENTER,9676 UNITED STATES HIGHWAY 301 NORTH,GLENNVILLE,GA,30427,-999,(912) 654-5000,STATE,OPEN,1514.0,TATTNALL,13267,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dcor.state.ga.us/Facilities/smith-state-prison,2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1526.0,0.0128059042637,{4B35266B-AA48-4B86-9572-E0EC1F694B4C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.012805904263684678,1.1369854902e-05,POINT (-81.91578361628281 31.97310836140879)
4378,4379,10000307,PULASKI STATE PRISON,373 UPPER RIVER ROAD,HAWKINSVILLE,GA,31036,-999,(478) 783-6000,STATE,OPEN,1162.0,PULASKI,13235,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1223.0,0.0123158482461,{F6BF207D-7150-40FD-97E2-4BA902ADA3E4},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.01231584824612723,1.11242890475e-05,POINT (-83.45731316843997 32.3114984844335)
4379,4380,10000310,ROGERS STATE PRISON,1978 GEORGIA HIGHWAY 147,REIDSVILLE,GA,30453,-999,(912) 557-7771,STATE,OPEN,1398.0,TATTNALL,13267,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,1391.0,0.014742851126,{975684E1-CCFA-4CCE-9639-0B1AD148659C},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014742851125996536,9.53570822154e-06,POINT (-82.17994887615947 32.00090161864992)
4380,4381,10000328,VALDOSTA STATE PRISON,3259 VALTECH RD,VALDOSTA,GA,31601,-999,(229) 333-7900,STATE,OPEN,1000.0,LOWNDES,13185,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1312.0,0.0143147816751,{54FAD4CE-4A6C-44DA-97F9-F67D459D4635},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014314781675056561,1.45466555776e-05,POINT (-83.34573261446205 30.859921537943816)
4381,4382,10001432,VALDOSTA TRANSITIONAL CENTER,263 GILL HARBIN INDUSTRIAL BLVD.,VALDOSTA,GA,31601,-999,(229) 293-6280,STATE,OPEN,164.0,LOWNDES,13185,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MINIMUM,164.0,0.00283146642962,{945968D4-B419-411E-9FBF-B8D87DBC9F0F},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.0028314664296237827,2.01668778258e-07,POINT (-83.26746647615391 30.80560711089429)
4382,4383,10002147,WARE STATE PRISON,3620 NORTH HARRIS ROAD,WAYCROSS,GA,31501,-999,(912) 285-6400,STATE,OPEN,1485.0,WARE,13299,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,CLOSE,1546.0,0.0149154639568,{8EA3CFC3-F86A-4E44-93CC-870CDF840BC2},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.014915463956820666,1.32077310463e-05,POINT (-82.39334471048272 31.256742742895465)
4383,4384,10000283,WALKER STATE PRISON,97 KEVIN LANE,ROCK SPRING,GA,30739,-999,(706) 764-3600,STATE,OPEN,406.0,WALKER,13295,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dcor.state.ga.us/Research/Monthly_Profile_all_inmates, http://www.dcor.state.ga.us/facility-finder",2017-11-02 00:00:00+00:00,IMAGERY/OTHER,2019-11-05 00:00:00+00:00,http://www.dcor.state.ga.us/facility-finder,MEDIUM,444.0,0.0103784402582,{192FEBC6-6573-4CCF-8B8D-77FE0F5B2204},2022-01-07 15:27:25+00:00,HostedByHIFLD,2022-01-07 15:27:25+00:00,HostedByHIFLD,0.010378440258166605,5.44606568517e-06,POINT (-85.26194183376398 34.80872050279387)
